tf,id,sensitive
ENSG00000198466,17125,False
ENSG00000198482,17130,False
ENSG00000198538,17145,False
ENSG00000198546,17147,False
ENSG00000198551,17148,False
ENSG00000198556,17151,False
ENSG00000198633,17174,False
ENSG00000198939,17327,False
ENSG00000203326,17423,False
ENSG00000204514,17672,False
ENSG00000204519,17675,False
ENSG00000204532,17680,False
ENSG00000204595,17702,False
ENSG00000204604,17704,False
ENSG00000204644,17720,False
ENSG00000204946,17790,False
ENSG00000213020,18502,False
ENSG00000213799,18597,False
ENSG00000213973,18626,False
ENSG00000213988,18629,False
ENSG00000214189,18656,False
ENSG00000215271,18778,False
ENSG00000215372,18788,False
ENSG00000215612,18810,False
ENSG00000220201,18982,False
ENSG00000221923,19452,False
ENSG00000223547,19616,False
ENSG00000227124,19747,False
ENSG00000229676,19844,False
ENSG00000229809,19847,False
ENSG00000230797,19881,False
ENSG00000232040,19920,False
ENSG00000234284,20012,False
ENSG00000234444,20018,False
ENSG00000235109,20051,False
ENSG00000235608,20070,False
ENSG00000236104,20092,False
ENSG00000236609,20116,False
ENSG00000237440,20144,False
ENSG00000242852,20401,False
ENSG00000243660,20438,False
ENSG00000245680,20504,False
ENSG00000248483,20530,False
ENSG00000249459,20573,False
ENSG00000249471,20574,False
ENSG00000249709,20581,False
ENSG00000250571,20618,False
ENSG00000250709,20623,False
ENSG00000251192,20635,False
ENSG00000251247,20639,False
ENSG00000251369,20645,False
ENSG00000253831,20787,False
ENSG00000254004,20797,False
ENSG00000256087,20951,False
ENSG00000256223,20958,False
ENSG00000256229,20959,False
ENSG00000256294,20962,False
ENSG00000256463,20971,False
ENSG00000256683,20985,False
ENSG00000256771,20989,False
ENSG00000257446,21030,False
ENSG00000257591,21035,False
ENSG00000258405,21079,False
ENSG00000258873,21123,False
ENSG00000263002,21561,False
ENSG00000264668,22136,False
ENSG00000265763,22589,False
ENSG00000267041,23052,False
ENSG00000267179,23064,False
ENSG00000267281,23075,False
ENSG00000267508,23087,False
ENSG00000267680,23100,False
ENSG00000269067,23540,False
ENSG00000269343,23631,False
ENSG00000269699,23736,False
ENSG00000272602,23967,False
