ensembl_id,id,notch1_target
ENSG00000128284,5976,True
ENSG00000127955,5942,True
ENSG00000102359,2660,True
ENSG00000124145,5440,True
ENSG00000174469,13576,True
ENSG00000115461,4424,True
ENSG00000092068,1958,True
ENSG00000137033,7354,True
ENSG00000170456,12726,True
ENSG00000164683,11345,True
ENSG00000188158,16146,True
ENSG00000168679,12331,True
ENSG00000168874,12370,True
ENSG00000197728,16906,True
ENSG00000104763,2951,True
ENSG00000138685,7675,True
ENSG00000171992,13090,True
ENSG00000161638,10560,True
ENSG00000172572,13224,True
ENSG00000101825,2568,True
ENSG00000142178,8167,True
ENSG00000105246,3052,True
ENSG00000100767,2378,True
ENSG00000140105,7883,True
ENSG00000013503,337,True
ENSG00000118402,4796,True
ENSG00000167693,12084,True
ENSG00000155016,9779,True
ENSG00000132639,6592,True
ENSG00000175879,13822,True
ENSG00000186767,15856,True
ENSG00000099998,2153,True
ENSG00000139154,7735,True
ENSG00000139117,7728,True
ENSG00000140092,7880,True
ENSG00000162645,10731,True
ENSG00000175538,13768,True
ENSG00000111339,3877,True
ENSG00000103034,2742,True
ENSG00000184530,15355,True
ENSG00000167941,12152,True
ENSG00000154262,9696,True
ENSG00000123094,5323,True
ENSG00000135124,6981,True
ENSG00000188290,16175,True
ENSG00000115902,4491,True
ENSG00000046653,612,True
ENSG00000147852,8976,True
ENSG00000198865,17285,True
ENSG00000115380,4412,True
ENSG00000188848,16298,True
ENSG00000185909,15667,True
ENSG00000005059,77,True
ENSG00000111678,3922,True
ENSG00000156140,9897,True
ENSG00000184047,15251,True
ENSG00000156925,9985,True
ENSG00000015153,357,True
ENSG00000111275,3866,True
ENSG00000148700,9078,True
ENSG00000059804,808,True
ENSG00000144063,8480,True
ENSG00000184752,15399,True
ENSG00000137872,7519,True
ENSG00000171792,13037,True
ENSG00000164684,11346,True
ENSG00000099204,2080,True
ENSG00000148154,9005,True
ENSG00000164512,11308,True
ENSG00000182168,14827,True
ENSG00000003436,41,True
ENSG00000123104,5326,True
ENSG00000123066,5320,True
ENSG00000152556,9503,True
ENSG00000135108,6976,True
ENSG00000173917,13487,True
ENSG00000198910,17308,True
ENSG00000169129,12434,True
ENSG00000103241,2779,True
ENSG00000142156,8163,True
ENSG00000114812,4324,True
ENSG00000088053,1763,True
ENSG00000120586,5052,True
ENSG00000139187,7745,True
ENSG00000167642,12068,True
ENSG00000144229,8498,True
ENSG00000127399,5885,True
ENSG00000112936,4115,True
ENSG00000175426,13750,True
ENSG00000112096,3992,True
ENSG00000148541,9062,True
ENSG00000110077,3735,True
ENSG00000112297,4032,True
ENSG00000125538,5648,True
ENSG00000167772,12115,True
ENSG00000143603,8397,True
ENSG00000166922,11899,True
ENSG00000007908,194,True
ENSG00000131435,6413,True
ENSG00000213949,18622,True
ENSG00000113209,4142,True
ENSG00000143127,8280,True
ENSG00000078053,1409,True
ENSG00000172817,13273,True
ENSG00000099219,2081,True
ENSG00000147381,8913,True
ENSG00000089472,1841,True
ENSG00000179546,14432,True
ENSG00000171621,13006,True
ENSG00000126709,5815,True
ENSG00000132170,6509,True
ENSG00000153162,9578,True
ENSG00000006210,131,True
ENSG00000143341,8330,True
ENSG00000079385,1465,True
ENSG00000110841,3806,True
ENSG00000124440,5501,True
ENSG00000049249,661,True
ENSG00000132274,6519,True
ENSG00000157601,10068,True
ENSG00000115604,4453,True
ENSG00000134352,6852,True
ENSG00000159307,10279,True
ENSG00000139116,7727,True
ENSG00000183508,15116,True
ENSG00000111321,3872,True
ENSG00000007062,168,True
ENSG00000058085,784,True
ENSG00000169432,12505,True
ENSG00000111817,3953,True
ENSG00000133800,6755,True
ENSG00000107438,3404,True
ENSG00000116157,4531,True
ENSG00000171914,13071,True
ENSG00000128285,5977,True
ENSG00000182500,14899,True
ENSG00000130303,6213,True
ENSG00000163686,11035,True
ENSG00000197461,16834,True
ENSG00000111058,3836,True
ENSG00000137507,7446,True
ENSG00000167555,12042,True
ENSG00000123096,5325,True
ENSG00000197653,16888,True
ENSG00000140450,7925,True
ENSG00000140557,7955,True
ENSG00000187037,15921,True
ENSG00000136160,7191,True
ENSG00000165801,11617,True
ENSG00000150630,9268,True
ENSG00000176463,13923,True
ENSG00000091428,1927,True
ENSG00000166415,11778,True
ENSG00000088881,1796,True
ENSG00000182492,14898,True
ENSG00000148600,9065,True
ENSG00000127241,5869,True
ENSG00000079215,1455,True
ENSG00000050165,676,True
ENSG00000166923,11900,True
ENSG00000144802,8578,True
ENSG00000111711,3930,True
ENSG00000023445,430,True
ENSG00000118640,4825,True
ENSG00000120820,5088,True
ENSG00000135506,7058,True
ENSG00000185306,15536,True
ENSG00000103811,2848,True
ENSG00000173705,13451,True
ENSG00000189184,16374,True
ENSG00000172296,13156,True
ENSG00000186479,15809,True
ENSG00000181634,14739,True
ENSG00000170345,12698,True
ENSG00000111341,3878,True
ENSG00000197943,16975,True
ENSG00000163399,10933,True
ENSG00000144749,8573,True
ENSG00000177283,14068,True
ENSG00000143061,8269,True
ENSG00000079691,1476,True
ENSG00000205707,17929,True
ENSG00000156049,9886,True
ENSG00000168497,12293,True
ENSG00000110427,3768,True
ENSG00000164692,11350,True
ENSG00000105499,3112,True
ENSG00000198771,17231,True
ENSG00000011105,283,True
ENSG00000111490,3894,True
ENSG00000163739,11054,True
ENSG00000102575,2682,True
ENSG00000114698,4306,True
ENSG00000111912,3974,True
ENSG00000103485,2816,True
ENSG00000134569,6886,True
ENSG00000005243,89,True
ENSG00000124610,5536,True
ENSG00000182240,14848,True
ENSG00000136237,7202,True
ENSG00000148834,9094,True
ENSG00000100889,2396,True
ENSG00000143387,8346,True
ENSG00000163347,10914,True
ENSG00000178538,14270,True
ENSG00000198774,17232,True
ENSG00000171860,13059,True
ENSG00000185745,15627,True
ENSG00000182179,14832,True
ENSG00000091986,1950,True
ENSG00000177409,14087,True
ENSG00000181104,14676,True
ENSG00000129422,6108,True
ENSG00000180318,14545,True
ENSG00000137752,7484,True
ENSG00000123342,5353,True
ENSG00000132334,6532,True
ENSG00000196511,16569,True
ENSG00000108387,3515,True
ENSG00000136011,7159,True
ENSG00000178449,14260,True
ENSG00000114948,4338,True
ENSG00000182463,14893,True
ENSG00000004478,52,True
ENSG00000185432,15557,True
ENSG00000135077,6969,True
ENSG00000104332,2897,True
ENSG00000118495,4807,True
ENSG00000135069,6966,True
ENSG00000117289,4682,True
ENSG00000176435,13919,True
ENSG00000101670,2557,True
ENSG00000111596,3901,False
ENSG00000124201,5456,False
ENSG00000178026,14191,False
ENSG00000167258,11980,False
ENSG00000118960,4849,False
ENSG00000115590,4446,False
ENSG00000106245,3262,False
ENSG00000138944,7720,False
ENSG00000173826,13470,False
ENSG00000196296,16490,False
ENSG00000196950,16692,False
ENSG00000163694,11038,False
ENSG00000165476,11534,False
ENSG00000152128,9446,False
ENSG00000156853,9975,False
ENSG00000196642,16606,False
ENSG00000117280,4680,False
ENSG00000088970,1802,False
ENSG00000214530,18698,False
ENSG00000138032,7547,False
ENSG00000214960,18745,False
ENSG00000058866,797,False
ENSG00000114745,4313,False
ENSG00000099308,2089,False
ENSG00000168710,12336,False
ENSG00000198715,17201,False
ENSG00000131351,6397,False
ENSG00000151117,9317,False
ENSG00000128849,6046,False
ENSG00000196743,16637,False
ENSG00000123427,5369,False
ENSG00000121691,5172,False
ENSG00000084764,1643,False
ENSG00000010361,264,False
ENSG00000168329,12255,False
ENSG00000174236,13540,False
ENSG00000125458,5631,False
ENSG00000196581,16589,False
ENSG00000175567,13774,False
ENSG00000172339,13165,False
ENSG00000116691,4592,False
ENSG00000118523,4817,False
ENSG00000156968,9991,False
ENSG00000196636,16604,False
ENSG00000108518,3537,False
ENSG00000087470,1748,False
ENSG00000140548,7953,False
ENSG00000169967,12621,False
ENSG00000110400,3766,False
ENSG00000125912,5734,False
ENSG00000176390,13908,False
ENSG00000120341,5033,False
ENSG00000136381,7229,False
ENSG00000185344,15543,False
ENSG00000100167,2206,False
ENSG00000178966,14337,False
ENSG00000125107,5588,False
ENSG00000188921,16313,False
ENSG00000099194,2078,False
ENSG00000157240,10028,False
ENSG00000160870,10486,False
ENSG00000008838,229,False
ENSG00000170684,12782,False
ENSG00000049192,656,False
ENSG00000135604,7074,False
ENSG00000152939,9546,False
ENSG00000178078,14202,False
ENSG00000196099,16427,False
ENSG00000167085,11937,False
ENSG00000116783,4613,False
ENSG00000116754,4609,False
ENSG00000133422,6719,False
ENSG00000087995,1759,False
ENSG00000164197,11222,False
ENSG00000111249,3858,False
ENSG00000166343,11758,False
ENSG00000160691,10456,False
ENSG00000138468,7638,False
ENSG00000137672,7464,False
ENSG00000118507,4810,False
ENSG00000102977,2732,False
ENSG00000108176,3484,False
ENSG00000185760,15631,False
ENSG00000177051,14028,False
ENSG00000080845,1515,False
ENSG00000135999,7155,False
ENSG00000083844,1613,False
ENSG00000164219,11226,False
ENSG00000118733,4834,False
ENSG00000129473,6117,False
ENSG00000106462,3301,False
ENSG00000165698,11597,False
ENSG00000172725,13248,False
ENSG00000115421,4418,False
ENSG00000188283,16174,False
ENSG00000069345,1073,False
ENSG00000164440,11292,False
ENSG00000134970,6951,False
ENSG00000177084,14033,False
ENSG00000086288,1692,False
ENSG00000110171,3745,False
ENSG00000181396,14705,False
ENSG00000176155,13866,False
ENSG00000147119,8875,False
ENSG00000206535,18043,False
ENSG00000083457,1597,False
ENSG00000175455,13753,False
ENSG00000141551,8097,False
ENSG00000107518,3408,False
ENSG00000161542,10546,False
ENSG00000184857,15417,False
ENSG00000179399,14416,False
ENSG00000138433,7628,False
ENSG00000198711,17199,False
ENSG00000157916,10103,False
ENSG00000196531,16572,False
ENSG00000163785,11063,False
ENSG00000175115,13691,False
ENSG00000173542,13413,False
ENSG00000180425,14563,False
ENSG00000060642,818,False
ENSG00000010810,274,False
ENSG00000111801,3950,False
ENSG00000164040,11148,False
ENSG00000184281,15298,False
ENSG00000088854,1794,False
ENSG00000129071,6069,False
ENSG00000117480,4709,False
ENSG00000078237,1419,False
ENSG00000231924,19914,False
ENSG00000168959,12399,False
ENSG00000188997,16329,False
ENSG00000163636,11019,False
ENSG00000213066,18511,False
ENSG00000169359,12489,False
ENSG00000089041,1809,False
ENSG00000205476,17898,False
ENSG00000172500,13212,False
ENSG00000147676,8964,False
ENSG00000187079,15929,False
ENSG00000197608,16875,False
ENSG00000173757,13459,False
ENSG00000042493,589,False
ENSG00000233757,19986,False
ENSG00000105993,3225,False
ENSG00000146067,8753,False
ENSG00000143401,8350,False
ENSG00000187164,15949,False
ENSG00000086666,1704,False
ENSG00000110888,3816,False
ENSG00000063046,852,False
ENSG00000167604,12052,False
ENSG00000119004,4856,False
ENSG00000163960,11127,False
ENSG00000118762,4835,False
ENSG00000115211,4372,False
ENSG00000104549,2930,False
ENSG00000100412,2296,False
ENSG00000196757,16641,False
ENSG00000090054,1863,False
ENSG00000167257,11979,False
ENSG00000165804,11619,False
ENSG00000166405,11775,False
ENSG00000142330,8187,False
ENSG00000014919,355,False
ENSG00000164970,11424,False
ENSG00000079435,1469,False
ENSG00000005810,105,False
ENSG00000088367,1774,False
ENSG00000139726,7835,False
ENSG00000152804,9537,False
ENSG00000186017,15700,False
ENSG00000188739,16270,False
ENSG00000100100,2185,False
ENSG00000180739,14603,False
ENSG00000152726,9525,False
ENSG00000177732,14156,False
ENSG00000125503,5639,False
ENSG00000088682,1781,False
ENSG00000182551,14911,False
ENSG00000111481,3893,False
ENSG00000137601,7458,False
ENSG00000174013,13503,False
ENSG00000181467,14716,False
ENSG00000188428,16207,False
ENSG00000113763,4221,False
ENSG00000114942,4337,False
ENSG00000198171,17053,False
ENSG00000072195,1185,False
ENSG00000165355,11509,False
ENSG00000074706,1276,False
ENSG00000198959,17336,False
ENSG00000073605,1236,False
ENSG00000147003,8859,False
ENSG00000162704,10744,False
ENSG00000003509,42,False
ENSG00000103671,2841,False
ENSG00000005893,111,False
ENSG00000149743,9209,False
ENSG00000172785,13267,False
ENSG00000106327,3275,False
ENSG00000132485,6564,False
ENSG00000029639,481,False
ENSG00000138315,7604,False
ENSG00000167625,12061,False
ENSG00000164941,11416,False
ENSG00000008226,209,False
ENSG00000140950,8001,False
ENSG00000122033,5213,False
ENSG00000171813,13045,False
ENSG00000153094,9570,False
ENSG00000117597,4728,False
ENSG00000091831,1945,False
ENSG00000173442,13395,False
ENSG00000120256,5014,False
ENSG00000027847,467,False
ENSG00000011422,299,False
ENSG00000205047,17819,False
ENSG00000204120,17540,False
ENSG00000139973,7862,False
ENSG00000163946,11121,False
ENSG00000159459,10302,False
ENSG00000167186,11963,False
ENSG00000162402,10664,False
ENSG00000123560,5381,False
ENSG00000136379,7228,False
ENSG00000105576,3129,False
ENSG00000160602,10446,False
ENSG00000196935,16686,False
ENSG00000205085,17826,False
ENSG00000187608,16018,False
ENSG00000149968,9227,False
ENSG00000165102,11452,False
ENSG00000161204,10527,False
ENSG00000198542,17146,False
ENSG00000181817,14769,False
ENSG00000173486,13406,False
ENSG00000139668,7824,False
ENSG00000005339,92,False
ENSG00000178150,14212,False
ENSG00000157680,10076,False
ENSG00000083123,1589,False
ENSG00000114933,4336,False
ENSG00000172733,13252,False
ENSG00000063587,864,False
ENSG00000156920,9984,False
ENSG00000134716,6906,False
ENSG00000084073,1620,False
ENSG00000205363,17882,False
ENSG00000177105,14037,False
ENSG00000164466,11298,False
ENSG00000100345,2269,False
ENSG00000100393,2290,False
ENSG00000136856,7311,False
ENSG00000166167,11709,False
ENSG00000165506,11544,False
ENSG00000187824,16075,False
ENSG00000125744,5678,False
ENSG00000111665,3914,False
ENSG00000196387,16522,False
ENSG00000138246,7594,False
ENSG00000103035,2743,False
ENSG00000141084,8024,False
ENSG00000105655,3148,False
ENSG00000159082,10240,False
ENSG00000125510,5642,False
ENSG00000157837,10092,False
ENSG00000147684,8967,False
ENSG00000175970,13834,False
ENSG00000182197,14839,False
ENSG00000139531,7796,False
ENSG00000158806,10213,False
ENSG00000112299,4033,False
ENSG00000101745,2560,False
ENSG00000072415,1193,False
ENSG00000170871,12816,False
ENSG00000118181,4774,False
ENSG00000135845,7120,False
ENSG00000101109,2436,False
ENSG00000163482,10955,False
ENSG00000111837,3956,False
ENSG00000174928,13651,False
ENSG00000165732,11606,False
ENSG00000078098,1413,False
ENSG00000188629,16244,False
ENSG00000178951,14334,False
ENSG00000141959,8146,False
ENSG00000101290,2484,False
ENSG00000130733,6297,False
ENSG00000142279,8183,False
ENSG00000124257,5481,False
ENSG00000090686,1896,False
ENSG00000130749,6301,False
ENSG00000225828,19689,False
ENSG00000176974,14013,False
ENSG00000218537,18963,False
ENSG00000080345,1494,False
ENSG00000072840,1211,False
ENSG00000038210,547,False
ENSG00000115750,4470,False
ENSG00000065054,912,False
ENSG00000198750,17220,False
ENSG00000142784,8244,False
ENSG00000151414,9352,False
ENSG00000112365,4049,False
ENSG00000135749,7102,False
ENSG00000166004,11667,False
ENSG00000104983,3015,False
ENSG00000237190,20131,False
ENSG00000132017,6495,False
ENSG00000198783,17234,False
ENSG00000037042,537,False
ENSG00000148335,9029,False
ENSG00000113328,4163,False
ENSG00000146469,8809,False
ENSG00000112941,4116,False
ENSG00000100124,2194,False
ENSG00000165494,11539,False
ENSG00000120659,5059,False
ENSG00000151014,9305,False
ENSG00000130706,6285,False
ENSG00000161551,10549,False
ENSG00000100324,2261,False
ENSG00000166181,11714,False
ENSG00000204681,17731,False
ENSG00000155438,9820,False
ENSG00000131732,6450,False
ENSG00000213079,18513,False
ENSG00000125772,5682,False
ENSG00000175866,13818,False
ENSG00000183010,15008,False
ENSG00000131653,6440,False
ENSG00000017797,379,False
ENSG00000176274,13894,False
ENSG00000129757,6148,False
ENSG00000168546,12305,False
ENSG00000078804,1442,False
ENSG00000050438,682,False
ENSG00000145241,8628,False
ENSG00000126550,5805,False
ENSG00000168275,12239,False
ENSG00000154229,9691,False
ENSG00000196376,16519,False
ENSG00000185187,15503,False
ENSG00000140992,8010,False
ENSG00000168924,12388,False
ENSG00000170390,12711,False
ENSG00000105649,3146,False
ENSG00000131591,6434,False
ENSG00000174100,13514,False
ENSG00000042062,582,False
ENSG00000153294,9597,False
ENSG00000103599,2836,False
ENSG00000135446,7043,False
ENSG00000152022,9431,False
ENSG00000126838,5836,False
ENSG00000165175,11470,False
ENSG00000183751,15186,False
ENSG00000179151,14379,False
ENSG00000078142,1417,False
ENSG00000160551,10440,False
ENSG00000170191,12663,False
ENSG00000025708,449,False
ENSG00000136869,7317,False
ENSG00000106004,3229,False
ENSG00000164808,11376,False
ENSG00000103194,2771,False
ENSG00000175595,13781,False
ENSG00000091409,1926,False
ENSG00000113384,4169,False
ENSG00000105879,3203,False
ENSG00000163539,10982,False
ENSG00000143947,8456,False
ENSG00000100503,2322,False
ENSG00000224051,19635,False
ENSG00000183853,15218,False
ENSG00000182307,14861,False
ENSG00000164619,11330,False
ENSG00000115484,4428,False
ENSG00000163605,11001,False
ENSG00000119314,4874,False
ENSG00000185104,15485,False
ENSG00000143390,8347,False
ENSG00000161681,10571,False
ENSG00000163463,10947,False
ENSG00000143368,8337,False
ENSG00000130413,6235,False
ENSG00000179335,14407,False
ENSG00000138669,7669,False
ENSG00000100065,2173,False
ENSG00000104714,2942,False
ENSG00000003147,36,False
ENSG00000115255,4382,False
ENSG00000134419,6861,False
ENSG00000173715,13454,False
ENSG00000108510,3534,False
ENSG00000189241,16381,False
ENSG00000142949,8258,False
ENSG00000137497,7441,False
ENSG00000154917,9768,False
ENSG00000169180,12442,False
ENSG00000114573,4295,False
ENSG00000053747,716,False
ENSG00000156232,9908,False
ENSG00000135541,7066,False
ENSG00000188566,16230,False
ENSG00000117281,4681,False
ENSG00000232434,19941,False
ENSG00000183778,15195,False
ENSG00000006459,139,False
ENSG00000124216,5465,False
ENSG00000155660,9839,False
ENSG00000088256,1767,False
ENSG00000176101,13855,False
ENSG00000116221,4545,False
ENSG00000075651,1321,False
ENSG00000055147,746,False
ENSG00000183814,15209,False
ENSG00000065833,949,False
ENSG00000182534,14907,False
ENSG00000211460,18373,False
ENSG00000120742,5081,False
ENSG00000166501,11801,False
ENSG00000077721,1399,False
ENSG00000163754,11059,False
ENSG00000176165,13868,False
ENSG00000141376,8055,False
ENSG00000099800,2113,False
ENSG00000177432,14092,False
ENSG00000169136,12436,False
ENSG00000185085,15479,False
ENSG00000068724,1050,False
